Date,Gear,Shaft,Bearing
1992-12-10,142,236,109
1992-12-11,134,231,123
1992-12-12,143,234,106
1992-12-13,136,245,131
1992-12-14,152,230,111
1992-12-15,151,242,113
1992-12-16,155,228,128
1992-12-17,137,221,129
1992-12-18,141,242,131
1992-12-19,151,245,127
1992-12-20,158,227,134
1992-12-21,149,239,110
1992-12-22,143,220,122
1992-12-23,151,225,125
1992-12-24,167,244,129
1992-12-25,161,221,124
1992-12-26,158,228,116
1992-12-27,168,226,126
1992-12-28,161,241,121
1992-12-29,152,246,135
1992-12-30,173,244,119
1992-12-31,163,242,107
1993-01-01,161,220,113
1993-01-02,173,244,114
1993-01-03,175,241,121
1993-01-04,156,241,109
1993-01-05,175,241,113
1993-01-06,153,248,119
1993-01-07,181,230,116
1993-01-08,159,230,107
1993-01-09,171,249,109
1993-01-10,170,234,136
1993-01-11,184,246,116
1993-01-12,180,225,116
1993-01-13,175,228,110
1993-01-14,165,221,112
1993-01-15,177,240,116
1993-01-16,162,230,111
1993-01-17,173,232,120
1993-01-18,189,223,130
1993-01-19,178,224,117
1993-01-20,179,223,130
1993-01-21,172,247,108
1993-01-22,169,230,115
1993-01-23,194,234,119
1993-01-24,170,247,119
1993-01-25,181,228,133
1993-01-26,184,218,107
1993-01-27,193,226,121
1993-01-28,194,229,133
1993-01-29,187,239,134
1993-01-30,183,227,122
1993-01-31,191,218,137
1993-02-01,200,228,131
1993-02-02,173,234,107
1993-02-03,198,217,118
1993-02-04,197,225,112
1993-02-05,182,243,108
1993-02-06,190,232,110
1993-02-07,186,222,135
1993-02-08,191,221,121
1993-02-09,187,214,113
1993-02-10,192,223,114
1993-02-11,189,235,134
1993-02-12,187,240,114
1993-02-13,204,238,126
1993-02-14,204,241,133
1993-02-15,211,216,120
1993-02-16,200,212,123
1993-02-17,206,229,108
1993-02-18,206,222,124
1993-02-19,190,218,120
1993-02-20,209,212,127
1993-02-21,210,238,112
1993-02-22,190,229,112
1993-02-23,194,232,112
1993-02-24,207,215,122
1993-02-25,204,226,111
1993-02-26,216,224,123
1993-02-27,216,227,121
1993-02-28,215,221,125
1993-03-01,210,231,123
1993-03-02,200,232,130
1993-03-03,192,213,136
1993-03-04,210,211,109
1993-03-05,208,228,130
1993-03-06,202,215,123
1993-03-07,211,211,132
1993-03-08,214,213,114
1993-03-09,206,208,137
1993-03-10,212,227,118
1993-03-11,196,217,124
1993-03-12,210,207,138
1993-03-13,201,228,126
1993-03-14,220,205,113
1993-03-15,220,203,132
1993-03-16,198,209,124
1993-03-17,199,224,127
1993-03-18,210,200,130
1993-03-19,196,218,117
1993-03-20,206,212,128
1993-03-21,219,224,111
1993-03-22,215,203,119
1993-03-23,205,211,115
1993-03-24,218,196,133
1993-03-25,200,196,129
1993-03-26,217,218,128
1993-03-27,214,212,124
1993-03-28,198,194,122
1993-03-29,199,219,109
1993-03-30,197,221,121
1993-03-31,203,217,130
1993-04-01,202,199,109
1993-04-02,207,219,115
1993-04-03,210,196,124
1993-04-04,204,219,108
1993-04-05,221,218,133
1993-04-06,216,218,120
1993-04-07,212,198,135
1993-04-08,215,197,130
1993-04-09,215,192,123
1993-04-10,203,201,125
1993-04-11,226,209,131
1993-04-12,212,202,133
1993-04-13,221,213,137
1993-04-14,225,201,122
1993-04-15,216,185,126
1993-04-16,204,204,127
1993-04-17,203,207,136
1993-04-18,214,188,114
1993-04-19,195,209,113
1993-04-20,213,206,131
1993-04-21,196,198,111
1993-04-22,211,184,120
1993-04-23,198,195,118
1993-04-24,200,198,127
1993-04-25,201,206,113
1993-04-26,211,208,123
1993-04-27,219,182,117
1993-04-28,219,185,135
1993-04-29,199,178,109
1993-04-30,219,192,125
1993-05-01,193,196,109
1993-05-02,196,194,121
1993-05-03,196,183,113
1993-05-04,198,185,114
1993-05-05,219,187,134
1993-05-06,216,185,118
1993-05-07,211,197,117
1993-05-08,191,186,123
1993-05-09,198,173,121
1993-05-10,196,186,129
1993-05-11,215,189,121
1993-05-12,205,190,127
1993-05-13,190,198,138
1993-05-14,197,175,136
1993-05-15,213,183,109
1993-05-16,210,175,115
1993-05-17,188,198,139
1993-05-18,193,183,116
1993-05-19,184,196,120
1993-05-20,184,192,112
1993-05-21,205,191,124
1993-05-22,206,181,119
1993-05-23,203,184,119
1993-05-24,208,197,125
1993-05-25,179,197,122
1993-05-26,203,177,132
1993-05-27,199,188,118
1993-05-28,195,179,112
1993-05-29,182,173,137
1993-05-30,185,193,125
1993-05-31,203,176,121
1993-06-01,175,195,134
1993-06-02,198,173,114
1993-06-03,177,189,124
1993-06-04,200,184,129
1993-06-05,178,188,140
1993-06-06,188,179,129
1993-06-07,174,183,115
1993-06-08,196,171,112
1993-06-09,182,182,123
1993-06-10,168,171,118
1993-06-11,192,188,136
1993-06-12,164,173,119
1993-06-13,166,169,122
1993-06-14,191,174,115
1993-06-15,186,185,115
1993-06-16,166,176,110
1993-06-17,182,179,130
1993-06-18,172,183,124
1993-06-19,175,165,135
1993-06-20,182,185,115
1993-06-21,184,187,132
1993-06-22,170,190,121
1993-06-23,158,191,120
1993-06-24,183,186,134
1993-06-25,179,168,123
1993-06-26,167,173,139
1993-06-27,169,171,124
1993-06-28,154,179,121
1993-06-29,166,186,122
1993-06-30,153,180,120
1993-07-01,178,164,113
1993-07-02,164,180,129
1993-07-03,161,164,127
1993-07-04,161,181,113
1993-07-05,152,184,125
1993-07-06,171,190,114
1993-07-07,156,180,134
1993-07-08,151,187,112
1993-07-09,157,185,131
1993-07-10,165,169,123
1993-07-11,158,168,135
1993-07-12,143,191,124
1993-07-13,145,181,127
1993-07-14,161,178,125
1993-07-15,152,163,128
1993-07-16,144,180,117
1993-07-17,158,172,111
1993-07-18,163,182,114
1993-07-19,159,167,140
1993-07-20,155,165,129
1993-07-21,140,190,120
1993-07-22,152,174,140
1993-07-23,138,170,138
1993-07-24,131,167,134
1993-07-25,152,183,120
1993-07-26,148,170,131
1993-07-27,129,191,124
1993-07-28,156,169,141
1993-07-29,139,191,115
1993-07-30,150,187,130
1993-07-31,131,189,117
1993-08-01,130,190,129
1993-08-02,125,175,126
1993-08-03,123,167,129
1993-08-04,148,189,139
1993-08-05,126,183,136
1993-08-06,128,170,138
1993-08-07,122,197,116
1993-08-08,137,182,136
1993-08-09,147,192,121
1993-08-10,137,182,120
1993-08-11,125,176,128
1993-08-12,144,196,120
1993-08-13,121,185,122
1993-08-14,125,199,111
1993-08-15,129,176,140
1993-08-16,123,174,112
1993-08-17,113,179,127
1993-08-18,137,185,138
1993-08-19,120,172,118
1993-08-20,114,176,129
1993-08-21,128,174,120
1993-08-22,124,174,111
1993-08-23,113,176,119
1993-08-24,124,193,135
1993-08-25,128,193,128
1993-08-26,116,179,118
1993-08-27,129,175,132
1993-08-28,130,202,129
1993-08-29,123,202,131
1993-08-30,113,191,116
1993-08-31,109,201,124
1993-09-01,109,196,133
1993-09-02,114,203,136
1993-09-03,119,194,123
1993-09-04,122,179,121
1993-09-05,125,194,122
1993-09-06,104,179,139
1993-09-07,119,185,136
1993-09-08,131,182,141
1993-09-09,104,185,129
1993-09-10,114,187,134
1993-09-11,118,191,138
1993-09-12,125,202,127
1993-09-13,124,207,125
1993-09-14,122,183,128
1993-09-15,119,193,127
1993-09-16,107,204,135
1993-09-17,120,206,122
1993-09-18,124,193,139
1993-09-19,110,201,119
1993-09-20,110,190,125
1993-09-21,115,186,123
1993-09-22,101,193,138
1993-09-23,123,198,117
1993-09-24,118,204,139
1993-09-25,101,206,112
1993-09-26,119,219,138
1993-09-27,127,189,142
1993-09-28,108,199,123
1993-09-29,105,216,135
1993-09-30,110,194,113
1993-10-01,126,206,127
1993-10-02,111,222,135
1993-10-03,128,206,127
1993-10-04,103,209,136
1993-10-05,124,219,115
1993-10-06,108,196,140
1993-10-07,120,207,116
1993-10-08,109,207,124
1993-10-09,101,202,136
1993-10-10,119,203,142
1993-10-11,113,212,139
1993-10-12,107,198,126
1993-10-13,113,227,135
1993-10-14,118,207,122
1993-10-15,107,204,130
1993-10-16,118,199,135
1993-10-17,122,216,117
1993-10-18,126,226,140
1993-10-19,121,202,128
1993-10-20,124,202,136
1993-10-21,112,221,112
1993-10-22,121,202,127
1993-10-23,120,218,123
1993-10-24,125,205,113
1993-10-25,107,224,116
1993-10-26,123,229,134
1993-10-27,113,228,118
1993-10-28,125,217,128
1993-10-29,127,233,113
1993-10-30,135,211,114
1993-10-31,120,230,126
1993-11-01,135,226,118
1993-11-02,121,214,114
1993-11-03,133,238,121
1993-11-04,132,234,128
1993-11-05,125,217,141
1993-11-06,116,217,137
1993-11-07,124,220,116
1993-11-08,118,218,141
1993-11-09,121,225,142
1993-11-10,138,218,134
1993-11-11,127,214,143
1993-11-12,135,237,122
1993-11-13,135,216,136
1993-11-14,137,214,117
1993-11-15,118,237,115
1993-11-16,118,234,136
1993-11-17,118,240,115
1993-11-18,116,238,134
1993-11-19,134,239,123
1993-11-20,119,226,137
1993-11-21,131,227,134
1993-11-22,141,215,113
1993-11-23,126,225,130
1993-11-24,137,234,132
1993-11-25,133,232,113
1993-11-26,132,223,117
1993-11-27,151,224,126
1993-11-28,142,226,127
1993-11-29,127,224,129
1993-11-30,139,234,135
1993-12-01,136,232,132
1993-12-02,129,230,122
1993-12-03,149,243,124
1993-12-04,131,241,127
1993-12-05,138,242,129
1993-12-06,156,234,136
1993-12-07,146,227,113
1993-12-08,139,234,142
1993-12-09,142,242,134
1993-12-10,159,244,140
1993-12-11,136,249,124
1993-12-12,159,240,135
1993-12-13,145,222,124
1993-12-14,135,243,137
1993-12-15,145,238,142
1993-12-16,139,249,122
1993-12-17,161,245,133
1993-12-18,150,232,134
1993-12-19,162,223,128
1993-12-20,146,235,141
1993-12-21,148,227,121
1993-12-22,171,227,116
1993-12-23,151,244,140
1993-12-24,170,222,136
1993-12-25,158,250,120
1993-12-26,173,232,114
1993-12-27,164,251,135
1993-12-28,174,241,121
1993-12-29,152,237,142
1993-12-30,178,244,119
1993-12-31,154,224,128
1994-01-01,168,250,139
1994-01-02,155,242,119
1994-01-03,164,227,133
1994-01-04,172,245,118
1994-01-05,179,247,136
1994-01-06,181,234,125
1994-01-07,165,241,120
1994-01-08,170,223,138
1994-01-09,160,242,126
1994-01-10,185,250,140
1994-01-11,161,244,142
1994-01-12,166,240,139
1994-01-13,173,232,142
1994-01-14,169,233,140
1994-01-15,170,227,125
1994-01-16,180,232,118
1994-01-17,171,244,123
1994-01-18,177,242,142
1994-01-19,190,228,138
1994-01-20,194,231,124
1994-01-21,184,231,142
1994-01-22,189,227,134
1994-01-23,184,243,123
1994-01-24,195,220,124
1994-01-25,199,249,139
1994-01-26,187,228,139
1994-01-27,179,246,141
1994-01-28,179,242,138
1994-01-29,190,228,128
1994-01-30,195,237,138
1994-01-31,183,235,118
1994-02-01,204,224,130
1994-02-02,177,244,115
1994-02-03,177,240,125
1994-02-04,194,235,136
1994-02-05,179,234,114
1994-02-06,208,224,127
1994-02-07,184,246,119
1994-02-08,206,236,140
1994-02-09,205,220,116
1994-02-10,199,233,125
1994-02-11,185,219,121
1994-02-12,210,225,126
1994-02-13,184,231,119
1994-02-14,187,238,129
1994-02-15,205,230,119
1994-02-16,213,235,131
1994-02-17,216,241,117
1994-02-18,208,218,118
1994-02-19,210,222,142
1994-02-20,192,221,123
1994-02-21,204,232,120
1994-02-22,196,227,130
1994-02-23,220,213,128
1994-02-24,212,223,129
1994-02-25,217,215,143
1994-02-26,214,219,117
1994-02-27,208,223,143
1994-02-28,214,223,144
1994-03-01,216,227,143
1994-03-02,195,225,115
1994-03-03,205,233,130
1994-03-04,207,207,117
1994-03-05,203,225,140
1994-03-06,208,212,122
1994-03-07,220,209,118
1994-03-08,202,210,126
1994-03-09,197,231,119
1994-03-10,206,226,126
1994-03-11,203,213,139
1994-03-12,210,225,121
1994-03-13,202,232,133
1994-03-14,211,209,137
1994-03-15,227,228,115
1994-03-16,224,201,140
1994-03-17,218,223,142
1994-03-18,227,221,143
1994-03-19,212,208,117
1994-03-20,221,213,130
1994-03-21,207,223,143
1994-03-22,199,220,140
1994-03-23,214,197,133
1994-03-24,211,226,121
1994-03-25,211,226,143
1994-03-26,215,196,143
1994-03-27,220,211,126
1994-03-28,229,220,144
1994-03-29,216,218,137
1994-03-30,209,213,137
1994-03-31,228,207,140
1994-04-01,206,196,131
1994-04-02,224,219,124
1994-04-03,229,213,143
1994-04-04,206,210,127
1994-04-05,215,209,138
1994-04-06,207,215,128
1994-04-07,215,192,130
1994-04-08,225,196,141
1994-04-09,210,202,129
1994-04-10,209,197,140
1994-04-11,226,206,131
1994-04-12,200,192,130
1994-04-13,228,198,130
1994-04-14,203,200,129
1994-04-15,212,213,133
1994-04-16,210,205,146
1994-04-17,227,197,142
1994-04-18,209,203,145
1994-04-19,217,189,144
1994-04-20,204,209,143
1994-04-21,200,197,132
1994-04-22,211,199,121
1994-04-23,205,207,137
1994-04-24,205,184,121
1994-04-25,210,184,146
1994-04-26,210,193,135
1994-04-27,223,186,143
1994-04-28,223,190,141
1994-04-29,221,204,123
1994-04-30,194,195,137
1994-05-01,206,185,134
1994-05-02,222,200,142
1994-05-03,198,190,141
1994-05-04,202,202,121
1994-05-05,222,195,125
1994-05-06,202,202,139
1994-05-07,202,178,135
1994-05-08,220,200,120
1994-05-09,207,180,143
1994-05-10,219,201,131
1994-05-11,203,193,142
1994-05-12,191,183,131
1994-05-13,210,186,118
1994-05-14,216,174,126
1994-05-15,205,172,125
1994-05-16,205,175,142
1994-05-17,210,200,140
1994-05-18,215,194,138
1994-05-19,194,197,130
1994-05-20,196,170,124
1994-05-21,183,175,146
1994-05-22,194,193,137
1994-05-23,183,183,129
1994-05-24,184,181,124
1994-05-25,203,185,145
1994-05-26,182,188,142
1994-05-27,189,177,144
1994-05-28,195,176,146
1994-05-29,205,175,122
1994-05-30,187,188,134
1994-05-31,200,182,145
1994-06-01,205,181,146
1994-06-02,197,171,118
1994-06-03,189,191,147
1994-06-04,190,178,128
1994-06-05,194,185,126
1994-06-06,180,172,120
1994-06-07,197,195,133
1994-06-08,196,166,146
1994-06-09,187,170,140
1994-06-10,180,165,134
1994-06-11,177,173,145
1994-06-12,188,184,121
1994-06-13,187,193,122
1994-06-14,177,194,144
1994-06-15,170,168,130
1994-06-16,178,186,125
1994-06-17,170,174,139
1994-06-18,182,187,141
1994-06-19,166,168,128
1994-06-20,186,187,135
1994-06-21,164,167,119
1994-06-22,175,176,137
1994-06-23,158,190,118
1994-06-24,178,173,134
1994-06-25,178,170,133
1994-06-26,161,169,145
1994-06-27,156,167,122
1994-06-28,165,183,127
1994-06-29,172,175,120
1994-06-30,161,192,136
1994-07-01,159,188,127
1994-07-02,168,177,146
1994-07-03,163,180,119
1994-07-04,166,168,135
1994-07-05,152,170,132
1994-07-06,147,189,131
1994-07-07,152,192,130
1994-07-08,155,172,141
1994-07-09,151,175,122
1994-07-10,154,168,137
1994-07-11,160,183,137
1994-07-12,155,165,121
1994-07-13,170,190,121
1994-07-14,169,183,145
1994-07-15,156,174,126
1994-07-16,157,190,132
1994-07-17,167,181,131
1994-07-18,165,173,133
1994-07-19,144,179,126
1994-07-20,166,171,124
1994-07-21,149,188,140
1994-07-22,163,180,121
1994-07-23,142,187,134
1994-07-24,132,167,142
1994-07-25,144,173,139
1994-07-26,146,177,122
1994-07-27,158,183,120
1994-07-28,152,189,120
1994-07-29,136,187,133
1994-07-30,156,177,141
1994-07-31,154,182,120
1994-08-01,139,192,124
1994-08-02,152,181,119
1994-08-03,151,192,130
1994-08-04,148,168,128
1994-08-05,139,181,126
1994-08-06,152,191,121
1994-08-07,130,198,128
1994-08-08,133,173,120
1994-08-09,128,173,122
1994-08-10,142,197,122
1994-08-11,147,185,145
1994-08-12,126,197,132
1994-08-13,146,200,132
1994-08-14,137,191,127
1994-08-15,119,180,131
1994-08-16,137,198,142
1994-08-17,134,183,130
1994-08-18,119,197,128
1994-08-19,118,203,122
1994-08-20,120,186,143
1994-08-21,135,194,129
1994-08-22,119,182,139
1994-08-23,133,197,147
1994-08-24,130,177,133
1994-08-25,129,201,145
1994-08-26,140,204,125
1994-08-27,110,181,138
1994-08-28,119,177,129
1994-08-29,112,188,123
1994-08-30,127,204,136
1994-08-31,116,196,129
1994-09-01,117,189,122
1994-09-02,115,198,134
1994-09-03,134,181,121
1994-09-04,122,183,146
1994-09-05,133,196,149
1994-09-06,123,201,147
1994-09-07,123,182,141
1994-09-08,129,191,127
1994-09-09,116,193,146
1994-09-10,129,205,145
1994-09-11,129,188,129
1994-09-12,127,193,126
1994-09-13,108,206,125
1994-09-14,134,211,149
1994-09-15,114,188,146
1994-09-16,104,207,143
1994-09-17,120,214,122
1994-09-18,111,189,126
1994-09-19,122,213,122
1994-09-20,116,205,128
1994-09-21,120,188,137
1994-09-22,109,204,133
1994-09-23,113,201,119
1994-09-24,121,193,143
1994-09-25,103,217,133
1994-09-26,102,198,134
1994-09-27,126,221,128
1994-09-28,121,218,146
1994-09-29,122,211,133
1994-09-30,119,194,143
1994-10-01,104,203,134
1994-10-02,117,208,128
1994-10-03,130,196,146
1994-10-04,124,212,121
1994-10-05,128,208,133
1994-10-06,102,224,146
1994-10-07,121,221,131
1994-10-08,116,218,125
1994-10-09,111,213,123
1994-10-10,117,216,126
1994-10-11,127,227,147
1994-10-12,107,215,140
1994-10-13,116,204,149
1994-10-14,115,227,125
1994-10-15,132,210,125
1994-10-16,112,212,149
1994-10-17,126,223,133
1994-10-18,125,225,132
1994-10-19,108,221,128
1994-10-20,112,223,135
1994-10-21,132,208,134
1994-10-22,110,217,137
1994-10-23,122,206,121
1994-10-24,106,209,150
1994-10-25,117,208,121
1994-10-26,112,206,124
1994-10-27,130,225,128
1994-10-28,135,208,136
1994-10-29,118,224,133
1994-10-30,121,235,145
1994-10-31,122,223,142
1994-11-01,114,212,123
1994-11-02,118,219,143
1994-11-03,123,216,141
1994-11-04,124,236,126
1994-11-05,122,216,120
1994-11-06,120,215,125
1994-11-07,141,216,148
1994-11-08,133,223,127
1994-11-09,133,233,130
1994-11-10,127,212,124
1994-11-11,116,213,120
1994-11-12,121,217,139
1994-11-13,143,240,122
1994-11-14,117,217,140
1994-11-15,126,234,133
1994-11-16,140,231,120
1994-11-17,140,236,138
1994-11-18,119,229,134
1994-11-19,119,245,141
1994-11-20,138,217,124
1994-11-21,147,245,127
1994-11-22,135,243,136
1994-11-23,122,217,150
1994-11-24,140,240,121
1994-11-25,132,237,133
1994-11-26,154,245,125
1994-11-27,149,230,126
1994-11-28,150,229,146
1994-11-29,154,226,124
1994-11-30,130,220,148
1994-12-01,134,248,148
1994-12-02,149,221,132
1994-12-03,159,241,126
1994-12-04,135,248,144
1994-12-05,141,224,147
1994-12-06,159,233,130
1994-12-07,157,226,148
1994-12-08,149,226,125
1994-12-09,161,241,131
1994-12-10,143,247,146
1994-12-11,138,244,135
1994-12-12,154,241,124
1994-12-13,158,237,138
1994-12-14,158,247,146
1994-12-15,139,241,135
1994-12-16,157,245,139
1994-12-17,142,240,128
1994-12-18,166,229,130
1994-12-19,164,250,151
1994-12-20,154,229,130
1994-12-21,171,224,122
1994-12-22,162,231,138
1994-12-23,166,236,148
1994-12-24,152,241,142
1994-12-25,174,244,124
1994-12-26,155,235,127
1994-12-27,164,244,143
1994-12-28,159,237,134
1994-12-29,173,229,136
1994-12-30,166,239,148
1994-12-31,167,242,121
1995-01-01,176,236,143
1995-01-02,159,242,146
1995-01-03,185,240,140
1995-01-04,164,251,128
1995-01-05,180,230,131
1995-01-06,163,253,140
1995-01-07,161,250,145
1995-01-08,179,230,124
1995-01-09,191,233,141
1995-01-10,179,229,147
1995-01-11,163,240,142
1995-01-12,188,232,134
1995-01-13,177,244,132
1995-01-14,167,226,149
1995-01-15,191,247,142
1995-01-16,174,247,144
1995-01-17,178,233,132
1995-01-18,188,245,125
1995-01-19,180,251,127
1995-01-20,199,231,147
1995-01-21,200,239,137
1995-01-22,194,247,129
1995-01-23,190,228,121
1995-01-24,173,229,127
1995-01-25,189,249,152
1995-01-26,197,246,130
1995-01-27,182,247,146
1995-01-28,190,244,146
1995-01-29,189,242,134
1995-01-30,200,220,142
1995-01-31,199,242,125
1995-02-01,186,223,140
1995-02-02,194,227,129
1995-02-03,199,242,123
1995-02-04,193,234,122
1995-02-05,207,220,130
1995-02-06,201,246,123
1995-02-07,192,235,139
1995-02-08,197,225,122
1995-02-09,206,246,140
1995-02-10,212,221,130
1995-02-11,212,242,143
1995-02-12,216,239,137
1995-02-13,204,223,139
1995-02-14,211,228,147
1995-02-15,219,231,137
1995-02-16,206,218,148
1995-02-17,191,231,135
1995-02-18,194,214,139
1995-02-19,212,238,151
1995-02-20,201,237,144
1995-02-21,221,239,149
1995-02-22,204,222,134
1995-02-23,209,240,147
1995-02-24,208,223,127
1995-02-25,208,213,138
1995-02-26,209,224,142
1995-02-27,199,235,142
1995-02-28,205,231,141
1995-03-01,197,230,122
1995-03-02,216,224,123
1995-03-03,207,226,126
1995-03-04,225,221,139
1995-03-05,217,213,123
1995-03-06,221,226,122
1995-03-07,207,217,133
1995-03-08,205,230,140
1995-03-09,206,215,131
1995-03-10,226,208,127
1995-03-11,209,233,129
1995-03-12,218,223,122
1995-03-13,231,205,144
1995-03-14,206,209,124
1995-03-15,207,222,135
1995-03-16,214,229,126
1995-03-17,228,231,149
1995-03-18,228,223,139
1995-03-19,220,204,147
1995-03-20,219,218,150
1995-03-21,225,227,131
1995-03-22,229,218,125
1995-03-23,231,220,152
1995-03-24,228,213,127
1995-03-25,225,218,126
1995-03-26,230,209,149
1995-03-27,233,205,149
1995-03-28,215,222,152
1995-03-29,226,196,151
1995-03-30,230,207,133
1995-03-31,217,221,138
1995-04-01,230,209,140
1995-04-02,216,204,131
1995-04-03,233,213,142
1995-04-04,206,220,147
1995-04-05,229,198,140
1995-04-06,231,207,148
1995-04-07,209,205,134
1995-04-08,222,196,123
1995-04-09,223,205,130
1995-04-10,228,213,150
1995-04-11,206,209,140
1995-04-12,219,193,134
1995-04-13,209,198,149
1995-04-14,212,191,148
1995-04-15,220,187,146
1995-04-16,230,212,149
1995-04-17,222,188,137
1995-04-18,205,215,133
1995-04-19,204,203,125
1995-04-20,226,196,125
1995-04-21,210,206,138
1995-04-22,217,199,145
1995-04-23,209,207,146
1995-04-24,201,192,144
1995-04-25,218,184,127
1995-04-26,213,212,135
1995-04-27,205,192,142
1995-04-28,221,204,133
1995-04-29,207,202,141
1995-04-30,211,186,147
1995-05-01,214,190,148
1995-05-02,220,189,125
1995-05-03,201,195,152
1995-05-04,221,196,152
1995-05-05,225,182,143
1995-05-06,217,179,126
1995-05-07,200,191,135
1995-05-08,222,179,137
1995-05-09,194,198,145
1995-05-10,209,182,153
1995-05-11,222,193,129
1995-05-12,192,194,130
1995-05-13,216,200,152
1995-05-14,204,195,127
1995-05-15,205,204,147
1995-05-16,192,183,131
1995-05-17,211,189,143
1995-05-18,213,179,127
1995-05-19,198,178,137
1995-05-20,210,184,153
1995-05-21,208,202,131
